40960 4096 0 0 4 5 0.001185 0.000964 0.001590 28.301169 9 1 202 65299772 57386649 50973310 4608360 1284703 17773 2871902 1357473 1120395 1087313
81920 8192 0 0 4 5 0.002165 0.001830 0.002639 28.754683 8 1 204 66319802 60786486 15679092 5801829 1631233 18905 4752417 1275257 1044537 712964
163840 16384 0 0 4 5 0.004017 0.003374 0.004564 30.673596 8 1 209 70791302 56981140 31767913 5298190 1530904 15010 3300827 1298412 994365 668068
327680 32768 0 0 4 5 0.007972 0.006579 0.008619 34.603798 10 1 217 81956382 64372584 50461288 6658740 1754732 19960 4714594 1170858 668991 276306
655360 65536 0 0 4 5 0.015631 0.012884 0.016459 42.315695 9 1 232 93337135 54581622 39883166 38220330 5357896 35477 5258653 1341994 985665 725356
1310720 131072 0 0 4 5 0.031029 0.025576 0.032235 57.699919 10 2 264 109924033 72675193 45817853 55698956 8289836 35307 20788393 1651127 964327 246782
2621440 262144 0 0 4 5 0.061709 0.050833 0.063605 88.567076 10 2 329 187581998 106783358 57232797 100303749 15056174 33404 41772349 1932055 1185748 430486
5242880 524288 0 0 4 5 0.123316 0.101147 0.126830 149.922664 10 1 454 358653308 189442237 87460296 161363284 25242755 30879 86250061 1491390 770524 271706
10485760 1048576 0 0 4 5 0.246262 0.236612 0.252720 272.863818 10 2 709 654130007 327375335 133004942 333689374 51305651 31396 176186104 1559667 676217 180033
20971520 2097152 0 0 4 5 0.492143 0.491048 0.505561 518.511118 8 1 1222 1242499046 592252134 196722601 707277104 107136471 30312 343399848 2030218 1041120 479565
41943040 4194304 0 0 4 5 0.984065 0.992047 1.008289 1010.356064 12 1 2248 2389854009 1122641116 282452855 1404623067 213542086 41625 711135915 2714427 1295271 805951
83886080 8388608 0 0 4 5 1.970764 2.003638 2.019133 1996.342069 11 1 4297 4786043994 2242822407 564920428 2798777513 424521583 43088 1426326432 3126467 1070420 489976
167772160 16777216 0 0 4 5 3.962928 4.042312 4.059259 3987.086217 14 1 8393 9565655491 4495083243 1214697332 5552031872 842516673 45116 2855477756 4506167 952661 368270
335544320 33554432 0 0 4 5 7.895963 8.070769 8.088051 7917.420524 19 2 16584 18983058160 8866015580 2491475262 11167886775 1694452752 91175 5720710346 7337146 1052916 432884
671088640 67108864 0 0 4 5 15.906993 16.268230 16.289653 15922.762349 30 1 32966 38150061711 17954218657 4801893570 22266982961 3384354807 148312 11450382685 13274228 928561 284061
1342177280 134217728 0 0 4 5 31.928364 32.666505 32.694426 31932.595792 50 3 65734 76575601945 36151347402 8597342240 44612679787 6768817105 220940 22897008716 24518144 1164938 392741
2684354560 268435456 0 0 4 5 63.824982 65.314254 65.357302 63807.297598 90 3 131270 153094093223 72182087768 18006445096 89131057741 13522087736 287692 45789272477 48912681 2314260 1332467
5368709120 536870912 0 0 4 5 128.453787 131.448757 131.515684 128388.481839 170 3 262342 308046485215 146258608645 32927106654 178334514083 27055566556 626719 91595058709 95561486 2865670 1124798
