16777216 16777216 0 0 4 5 0.397798 0.000000 0.397942 0.406569 0.000000 0.408432 0.406903 0.000000 0.410000
16777216 16777216 0 0 4 5 0.398258 0.000000 0.398271 0.406923 0.000000 0.408737 0.405270 0.000000 0.407090
16777216 16777216 0 0 4 5 0.397911 0.000000 0.397929 0.407555 0.000000 0.409285 0.407623 0.000000 0.409464
16777216 16777216 0 0 4 5 0.398058 0.000000 0.398075 0.407181 0.000000 0.409028 0.407072 0.000000 0.408955
16777216 16777216 0 0 4 5 0.398413 0.000000 0.398431 0.407487 0.000000 0.409362 0.407831 0.000000 0.409587
16777216 16777216 0 0 4 5 0.398137 0.000000 0.398154 0.406403 0.000000 0.408298 0.404456 0.000000 0.406237
16777216 16777216 0 0 4 5 0.397849 0.000000 0.397866 0.406908 0.000000 0.408688 0.407292 0.000000 0.409063
16777216 16777216 0 0 4 5 0.397462 0.000000 0.397478 0.407665 0.000000 0.409474 0.406907 0.000000 0.408722
16777216 16777216 0 0 4 5 0.397329 0.000000 0.397346 0.405070 0.000000 0.406865 0.406239 0.000000 0.408007
16777216 16777216 0 0 4 5 0.398090 0.000000 0.398107 0.407024 0.000000 0.408730 0.405810 0.000000 0.407580
16777216 16777216 0 0 4 5 0.396507 0.000000 0.396524 0.406635 0.000000 0.408330 0.405787 0.000000 0.407498
16777216 16777216 0 0 4 5 0.397686 0.000000 0.397702 0.407096 0.000000 0.408883 0.406950 0.000000 0.408843
16777216 16777216 0 0 4 5 0.398629 0.000000 0.398647 0.405067 0.000000 0.406786 0.407112 0.000000 0.408850
16777216 16777216 0 0 4 5 0.398955 0.000000 0.398973 0.407149 0.000000 0.408868 0.407503 0.000000 0.409376
16777216 16777216 0 0 4 5 0.398542 0.000000 0.398559 0.407371 0.000000 0.409195 0.407750 0.000000 0.409502
16777216 16777216 0 0 4 5 0.398826 0.000000 0.398843 0.407459 0.000000 0.409185 0.405717 0.000000 0.407478
16777216 16777216 0 0 4 5 0.394227 0.000000 0.394243 0.407280 0.000000 0.409082 0.407585 0.000000 0.409380
16777216 16777216 0 0 4 5 0.398534 0.000000 0.398552 0.407262 0.000000 0.409009 0.407183 0.000000 0.408914
16777216 16777216 0 0 4 5 0.398561 0.000000 0.398579 0.407580 0.000000 0.409318 0.406216 0.000000 0.407952
16777216 16777216 0 0 4 5 0.398466 0.000000 0.398484 0.407106 0.000000 0.408853 0.407831 0.000000 0.409621
16777216 16777216 0 0 4 5 0.398346 0.000000 0.398364 0.407345 0.000000 0.409059 0.407674 0.000000 0.409492
16777216 16777216 0 0 4 5 0.398304 0.000000 0.398320 0.407089 0.000000 0.408811 0.407619 0.000000 0.409448
16777216 16777216 0 0 4 5 0.398481 0.000000 0.398498 0.408216 0.000000 0.409955 0.407654 0.000000 0.409425
16777216 16777216 0 0 4 5 0.398228 0.000000 0.398247 0.407284 0.000000 0.408997 0.407213 0.000000 0.408977
16777216 16777216 0 0 4 5 0.398097 0.000000 0.398114 0.407344 0.000000 0.409091 0.407690 0.000000 0.409516
16777216 16777216 0 0 4 5 0.398593 0.000000 0.398610 0.407907 0.000000 0.409700 0.407608 0.000000 0.409342
16777216 16777216 0 0 4 5 0.398466 0.000000 0.398483 0.405031 0.000000 0.406804 0.407212 0.000000 0.409133
16777216 16777216 0 0 4 5 0.398407 0.000000 0.398424 0.407708 0.000000 0.409613 0.408085 0.000000 0.409886
16777216 16777216 0 0 4 5 0.398943 0.000000 0.398961 0.406794 0.000000 0.408501 0.407738 0.000000 0.409527
16777216 16777216 0 0 4 5 0.398580 0.000000 0.398597 0.407400 0.000000 0.409173 0.407496 0.000000 0.409392
16777216 16777216 0 0 4 5 0.398631 0.000000 0.398649 0.406771 0.000000 0.408491 0.407357 0.000000 0.409174
16777216 16777216 0 0 4 5 0.398628 0.000000 0.398644 0.406825 0.000000 0.408716 0.407457 0.000000 0.409359
16777216 16777216 0 0 4 5 0.398993 0.000000 0.399012 0.407704 0.000000 0.409433 0.406954 0.000000 0.408699
16777216 16777216 0 0 4 5 0.398688 0.000000 0.398706 0.405106 0.000000 0.406954 0.406868 0.000000 0.408733
16777216 16777216 0 0 4 5 0.398203 0.000000 0.398220 0.406815 0.000000 0.408610 0.404033 0.000000 0.405735
16777216 16777216 0 0 4 5 0.398158 0.000000 0.398175 0.407176 0.000000 0.408931 0.405773 0.000000 0.407546
16777216 16777216 0 0 4 5 0.397772 0.000000 0.397791 0.407829 0.000000 0.409621 0.406483 0.000000 0.408329
16777216 16777216 0 0 4 5 0.398253 0.000000 0.398271 0.407295 0.000000 0.408996 0.402443 0.000000 0.404152
16777216 16777216 0 0 4 5 0.398322 0.000000 0.398342 0.406511 0.000000 0.408253 0.402470 0.000000 0.404217
16777216 16777216 0 0 4 5 0.397868 0.000000 0.397884 0.406814 0.000000 0.408647 0.406790 0.000000 0.408550
16777216 16777216 0 0 4 5 0.398210 0.000000 0.398228 0.407932 0.000000 0.409654 0.406720 0.000000 0.408439
16777216 16777216 0 0 4 5 0.398186 0.000000 0.398203 0.407397 0.000000 0.409180 0.406425 0.000000 0.408178
16777216 16777216 0 0 4 5 0.398160 0.000000 0.398178 0.407214 0.000000 0.408959 0.406194 0.000000 0.407960
16777216 16777216 0 0 4 5 0.395614 0.000000 0.395632 0.405576 0.000000 0.407285 0.405463 0.000000 0.407197
16777216 16777216 0 0 4 5 0.397864 0.000000 0.397883 0.407361 0.000000 0.409102 0.406540 0.000000 0.408285
