134217728 134217728 0 0 0 0 3.089666 0.000000 3.089842 3.746869 3.733754 3.759267
134217728 134217728 0 0 0 1 3.091707 0.000000 3.091734 3.037496 3.020594 3.051339
134217728 134217728 0 0 0 2 3.085932 0.000000 3.085958 3.041820 3.026567 3.055840
134217728 134217728 0 0 0 3 3.098412 0.000000 3.098435 3.029617 3.005922 3.043409
134217728 134217728 0 0 0 4 3.097914 0.000000 3.097937 3.033579 3.015427 3.048062
134217728 134217728 0 0 0 5 3.092388 0.000000 3.092414 3.036122 3.020453 3.050743
134217728 134217728 0 0 0 6 3.085112 0.000000 3.085135 3.038495 3.015792 3.051693
134217728 134217728 0 0 0 7 3.081281 0.000000 3.081306 3.036329 3.018896 3.050899
134217728 134217728 0 0 0 8 3.093822 0.000000 3.093846 3.335298 3.318993 3.347619
134217728 134217728 0 0 0 9 3.092094 0.000000 3.092117 3.033936 3.021752 3.047871
134217728 134217728 0 0 0 10 3.080286 0.000000 3.080313 3.032378 3.014265 3.046130
134217728 134217728 0 0 0 11 3.080589 0.000000 3.080613 3.035586 3.020564 3.049459
134217728 134217728 0 0 0 12 3.081113 0.000000 3.081139 3.031562 3.010429 3.046129
134217728 134217728 0 0 0 13 3.088598 0.000000 3.088622 3.034049 3.019832 3.048755
134217728 134217728 0 0 0 14 3.087853 0.000000 3.087879 3.037338 3.016130 3.051913
134217728 134217728 0 0 0 15 3.086750 0.000000 3.086775 3.031948 3.013357 3.045218
134217728 134217728 0 0 1 0 3.073536 0.000000 3.073629 3.035745 3.020648 3.050155
134217728 134217728 0 0 1 1 3.079224 0.000000 3.079247 3.754625 3.734407 3.766981
134217728 134217728 0 0 1 2 3.090070 0.000000 3.090096 3.032821 3.017361 3.046703
134217728 134217728 0 0 1 3 3.075524 0.000000 3.075548 3.029392 3.009104 3.043339
134217728 134217728 0 0 1 4 3.078972 0.000000 3.079001 3.032065 3.017871 3.047169
134217728 134217728 0 0 1 5 3.074462 0.000000 3.074488 3.029629 3.012722 3.044054
134217728 134217728 0 0 1 6 3.078870 0.000000 3.078894 3.028283 3.009425 3.042666
134217728 134217728 0 0 1 7 3.083183 0.000000 3.083210 3.029687 3.005810 3.044232
134217728 134217728 0 0 1 8 3.079051 0.000000 3.079077 3.029087 3.007245 3.043563
134217728 134217728 0 0 1 9 3.081804 0.000000 3.081829 3.329994 3.313709 3.342299
134217728 134217728 0 0 1 10 3.081307 0.000000 3.081331 3.031124 3.008960 3.044891
134217728 134217728 0 0 1 11 3.084445 0.000000 3.084469 3.028513 3.007707 3.042441
134217728 134217728 0 0 1 12 3.079587 0.000000 3.079614 3.031584 3.017486 3.046533
134217728 134217728 0 0 1 13 3.082039 0.000000 3.082063 3.027698 3.008646 3.042198
134217728 134217728 0 0 1 14 3.080260 0.000000 3.080285 3.033174 3.021094 3.046322
134217728 134217728 0 0 1 15 3.079937 0.000000 3.079962 3.029422 3.008510 3.043767
134217728 134217728 0 0 2 0 3.074007 0.000000 3.074126 3.035507 3.022550 3.047913
134217728 134217728 0 0 2 1 3.082255 0.000000 3.082279 3.026579 3.009505 3.040534
134217728 134217728 0 0 2 2 3.077747 0.000000 3.077819 3.747993 3.733144 3.760396
134217728 134217728 0 0 2 3 3.075490 0.000000 3.075516 3.029671 3.013409 3.043609
134217728 134217728 0 0 2 4 3.078398 0.000000 3.078422 3.028474 3.007208 3.042863
134217728 134217728 0 0 2 5 3.076901 0.000000 3.076928 3.026129 3.009226 3.040619
134217728 134217728 0 0 2 6 3.082904 0.000000 3.082927 3.025693 3.003245 3.040043
134217728 134217728 0 0 2 7 3.083366 0.000000 3.083390 3.031295 3.014098 3.045710
134217728 134217728 0 0 2 8 3.082103 0.000000 3.082127 3.034201 3.020526 3.047965
134217728 134217728 0 0 2 9 3.083883 0.000000 3.083906 3.026724 3.006293 3.040602
134217728 134217728 0 0 2 10 3.082448 0.000000 3.082474 3.336106 3.321410 3.348482
134217728 134217728 0 0 2 11 3.080395 0.000000 3.080421 3.031583 3.017137 3.045329
134217728 134217728 0 0 2 12 3.082444 0.000000 3.082468 3.030389 3.008957 3.044615
134217728 134217728 0 0 2 13 3.077936 0.000000 3.077961 3.024509 3.009211 3.037483
134217728 134217728 0 0 2 14 3.082697 0.000000 3.082722 3.030256 3.018142 3.044589
134217728 134217728 0 0 2 15 3.082186 0.000000 3.082211 3.027428 3.008222 3.041943
134217728 134217728 0 0 3 0 3.081065 0.000000 3.081164 3.037766 3.024321 3.050204
134217728 134217728 0 0 3 1 3.088315 0.000000 3.088337 3.032173 3.011029 3.046499
134217728 134217728 0 0 3 2 3.077566 0.000000 3.077588 3.026783 3.008534 3.040677
134217728 134217728 0 0 3 3 3.080976 0.000000 3.080999 3.741387 3.717850 3.753734
134217728 134217728 0 0 3 4 3.075530 0.000000 3.075553 3.027584 3.013210 3.040508
134217728 134217728 0 0 3 5 3.075577 0.000000 3.075601 3.035434 3.020879 3.049003
134217728 134217728 0 0 3 6 3.071020 0.000000 3.071043 3.017824 2.997450 3.032168
134217728 134217728 0 0 3 7 3.070481 0.000000 3.070505 3.027941 3.014824 3.042414
134217728 134217728 0 0 3 8 3.068259 0.000000 3.068281 3.035327 3.011779 3.049380
134217728 134217728 0 0 3 9 3.076496 0.000000 3.076522 3.019173 3.000868 3.034759
134217728 134217728 0 0 3 10 3.072744 0.000000 3.072768 3.028023 3.004761 3.042786
134217728 134217728 0 0 3 11 3.067369 0.000000 3.067393 3.331958 3.311036 3.344374
134217728 134217728 0 0 3 12 3.077790 0.000000 3.077813 3.026653 3.011244 3.041169
134217728 134217728 0 0 3 13 3.079589 0.000000 3.079611 3.027110 3.004946 3.042101
134217728 134217728 0 0 3 14 3.066789 0.000000 3.066811 3.026742 3.008284 3.041040
134217728 134217728 0 0 3 15 3.079600 0.000000 3.079623 3.029384 3.015908 3.043731
134217728 134217728 0 0 4 0 3.072313 0.000000 3.072411 3.041018 3.020925 3.053641
134217728 134217728 0 0 4 1 3.094165 0.000000 3.094194 3.029536 3.010589 3.043456
134217728 134217728 0 0 4 2 3.085189 0.000000 3.085220 3.032838 3.019687 3.045522
134217728 134217728 0 0 4 3 3.074001 0.000000 3.074031 3.030052 3.012078 3.042742
134217728 134217728 0 0 4 4 3.083366 0.000000 3.083396 3.747606 3.723720 3.760090
134217728 134217728 0 0 4 5 3.076663 0.000000 3.076694 3.026896 3.009522 3.040928
134217728 134217728 0 0 4 6 3.076500 0.000000 3.076531 3.032208 3.009886 3.046136
134217728 134217728 0 0 4 7 3.079107 0.000000 3.079140 3.030803 3.014622 3.044559
134217728 134217728 0 0 4 8 3.081437 0.000000 3.081466 3.032578 3.019869 3.046450
134217728 134217728 0 0 4 9 3.085157 0.000000 3.085186 3.028426 3.010184 3.041139
134217728 134217728 0 0 4 10 3.081995 0.000000 3.082025 3.030648 3.007037 3.043215
134217728 134217728 0 0 4 11 3.077105 0.000000 3.077135 3.027330 3.007531 3.041272
134217728 134217728 0 0 4 12 3.080847 0.000000 3.080878 3.338625 3.324609 3.351163
134217728 134217728 0 0 4 13 3.087700 0.000000 3.087728 3.031206 3.010460 3.045169
134217728 134217728 0 0 4 14 3.079413 0.000000 3.079446 3.027106 3.004816 3.041051
134217728 134217728 0 0 4 15 3.095732 0.000000 3.095766 3.026768 3.009396 3.041154
134217728 134217728 0 0 5 0 3.082171 0.000000 3.082276 3.028589 3.005427 3.042526
134217728 134217728 0 0 5 1 3.098846 0.000000 3.098876 3.041133 3.019028 3.053563
134217728 134217728 0 0 5 2 3.084979 0.000000 3.085008 3.039266 3.022092 3.052108
