20971520 2097152 0 0 4 16 0.484719 0.000000 0.485018 0.484835 0.465143 0.485320 0.486215 0.477545 0.497234 0.571423 0.009617 0.571441 1.398151 1.380614 1.402351
20971520 2097152 0 1 4 16 0.484596 0.000000 0.484609 0.484988 0.466537 0.485734 0.486634 0.493396 0.507700 0.657346 0.019255 0.657351 1.263820 1.244074 1.268004
20971520 2097152 0 2 4 16 0.484673 0.000000 0.484686 0.484582 0.465692 0.485342 0.486265 0.508217 0.523358 0.807037 0.035895 0.807043 1.255337 1.236079 1.259511
20971520 2097152 0 3 4 16 0.485079 0.000000 0.485093 0.484753 0.466271 0.485486 0.491054 0.508214 0.526812 0.798177 0.034661 0.798183 1.268443 1.252334 1.272626
20971520 2097152 0 4 4 16 0.484558 0.000000 0.484570 0.485310 0.466573 0.486050 0.486259 0.510676 0.528999 0.858903 0.041233 0.858910 1.338960 1.322066 1.343423
20971520 2097152 0 5 4 16 0.489510 0.000000 0.489524 0.486700 0.470904 0.487443 0.491320 0.515854 0.533921 0.851620 0.040476 0.851625 1.268668 1.249764 1.272867
20971520 2097152 0 6 4 16 0.484326 0.000000 0.484340 0.484775 0.477103 0.495669 0.618082 0.776099 0.791586 1.162064 0.075401 1.162070 1.279815 1.263513 1.284016
20971520 2097152 0 7 4 16 0.484507 0.000000 0.484520 0.484783 0.507928 0.528604 0.515433 0.628226 0.644840 1.020337 0.059173 1.020344 1.362108 1.344176 1.366339
20971520 2097152 0 8 4 16 0.484365 0.000000 0.484379 0.484772 0.470636 0.490745 0.715932 0.917363 0.931294 1.290935 0.089646 1.290942 1.272304 1.254131 1.276793
20971520 2097152 0 9 4 16 0.489491 0.000000 0.489505 0.484848 0.481919 0.502682 0.625805 0.788134 0.802801 1.161781 0.075286 1.161788 1.240513 1.223965 1.244751
20971520 2097152 0 10 4 16 0.484501 0.000000 0.484513 0.484806 0.509592 0.529764 0.657509 0.832817 0.847808 1.203957 0.079753 1.203964 1.215215 1.197525 1.219711
20971520 2097152 0 11 4 16 0.484846 0.000000 0.484860 0.484806 0.563982 0.582003 0.843458 1.096934 1.113514 1.446554 0.106950 1.446561 1.201424 1.182433 1.205677
20971520 2097152 0 12 4 16 0.484631 0.000000 0.484644 0.485078 0.479707 0.497231 0.882572 1.152130 1.169055 1.500586 0.112858 1.500593 1.245022 1.227290 1.249263
20971520 2097152 0 13 4 16 0.484528 0.000000 0.484540 0.484782 0.488057 0.508915 0.887148 1.155050 1.171551 1.501097 0.111043 1.501105 1.204457 1.186153 1.208969
