40960 4096 0 0 4 5 0.000967 0.000000 0.001142 28.161580 7 1 202 64953117 56412528 16895834 5159365 1486464 13960 3096155 1358207 1184129 944814
81920 8192 0 0 4 5 0.001981 0.000000 0.002156 28.736164 8 1 203 65907353 58928577 28949111 4956167 1452911 13491 3025404 1325219 1103831 852795
163840 16384 0 0 4 5 0.003896 0.000000 0.004072 30.775824 8 1 205 72446637 49029591 49670954 4633843 1312478 18177 2872489 1360371 1013730 878082
327680 32768 0 0 4 5 0.007781 0.000000 0.007961 34.590647 7 1 208 81958423 54222570 59540636 15808387 2910022 13943 2959754 1312122 923630 699751
655360 65536 0 0 4 5 0.015524 0.000000 0.015703 42.213551 6 1 217 98165335 58619519 45612226 33830255 4839541 28680 5094695 1308684 921778 544071
1310720 131072 0 0 4 5 0.030949 0.000000 0.031129 57.574286 6 0 233 103616320 67026903 32885497 54388201 8659080 29996 20074331 1726643 1214913 362868
2621440 262144 0 0 4 5 0.061753 0.000000 0.061935 88.300677 6 1 265 199788472 113276574 60120634 96882817 14516091 35970 39445700 1737250 834497 363856
5242880 524288 0 0 4 5 0.123315 0.000000 0.123494 149.848799 6 1 329 358121680 184736158 87841341 158920501 24869378 28043 83013337 1645287 968256 443780
10485760 1048576 0 0 4 5 0.246403 0.000000 0.246580 272.778001 8 1 458 653174007 319877336 123323291 331781715 50975041 26880 170497556 1826471 1041076 504052
20971520 2097152 0 0 4 5 0.492913 0.000000 0.493093 518.956375 7 3 714 1244762373 602063975 119135386 699556211 105058281 32478 347493831 1744100 689305 203920
41943040 4194304 0 0 4 5 0.983738 0.000000 0.983920 1009.284742 9 3 1225 2398314003 1129838210 299215654 1402321829 212179743 34253 709623827 2660745 1253193 748183
83886080 8388608 0 0 4 5 1.969963 0.000000 1.970138 1993.940772 10 1 2250 4784007115 2244974583 554910433 2784627113 421235398 37397 1417249039 3008085 945963 393943
167772160 16777216 0 0 4 5 3.937821 0.000000 3.938007 3959.553758 13 2 4297 9483979130 4432726498 1071054385 5563155323 842970834 44686 2851853012 4566725 1130151 526342
335544320 33554432 0 0 4 5 7.897675 0.000000 7.897862 7913.995762 17 2 8393 18972927015 8874304164 2035789743 11117446053 1684836330 56993 5707734905 7508306 1268878 644695
671088640 67108864 0 0 4 5 15.799044 0.000000 15.799222 15805.238970 28 4 16585 37921298109 17724542163 4301416496 22180601381 3362555879 56349 11417188947 13266016 1381089 678202
1342177280 134217728 0 0 4 5 31.942724 0.000000 31.942909 31927.166388 48 9 32969 76578295622 36230387463 7538053092 44426891967 6734086686 138338 22848766325 24320058 1326225 494626
2684354560 268435456 0 0 4 5 63.625642 0.000000 63.625827 63568.364361 95 3 65737 152524988032 71811406884 15069853984 88762501908 13459426552 160990 45701711931 47036465 1496190 365313
5368709120 536870912 0 0 4 5 127.625081 0.000000 127.625272 127483.406647 167 6 131273 305877785860 144448559481 30614149434 177601080734 26916888811 229922 91397012299 92648062 2582293 895987
